"";"LocationID";"SessionID";"GroupID";"RecordID";"Language";"Lockdown";"start_time";"end_time";"latitude";"longitude";"Traffic";"Other";"Human";"Natural";"ISOPleasant";"ISOEventful";"pleasant";"chaotic";"vibrant";"uneventful";"calm";"annoying";"eventful";"monotonous";"Overall";"Appropriate";"loud";"sss04";"sss05";"who01";"who02";"who03";"who04";"who05";"WHO_Sum";"Age";"Gender";"occ00___Employed";"occ00___Unemployed";"occ00___Retired";"occ00___Student";"occ00___Other";"occ00___RatherNotSay";"occ00_other";"Occupation";"edu00";"eth00";"eth00_other";"misc00";"misc03";"misc03_other";"misc04";"misc01";"use00";"uni00";"res00___1";"res00___2";"res00___3";"res00___4";"res00___5";"res02";"paper";"RecordingLength";"Loudness_N5(soneGF)";"N10_N90(soneGF)";"Sharpness_S(acum)";"Rough_HM_R(asper)";"Rough_HM_Avg,arith(asper)";"FS_Avg,arith(vacil)";"I_HM_Avg,arith(iu)";"Ton_HM_Avg,arith(tuHMS)";"LZeq_L(dB(SPL))";"LAeq_L(A)(dB(SPL))";"LA10_LA90(dB(SPL))";"LCeq_LAeq(dB(SPL))";"LC10_LC90(dB(SPL))";"RA_2D_cp(cPa)";"PA(Zwicker)"
"1";"CamdenTown";"CamdenTown1";"CT101";525;"English";0;"02.05.2019 11:40";"02.05.2019 11:43";51539124;-142624;4;3;3;2;"-0,2197";"0,4268";2;4;3;2;1;2;4;3;2;3;4;1;2;1;1;3;0;3;32;23;"Male";1;0;0;0;0;0;NA;"Employed";2;1;NA;NA;NA;NA;NA;NA;1;3;1;1;0;0;0;NA;0;3157;311;"11,6";214;"0,0374";"0,0374";"0,017";"0,358";"0,309";7972;7007;"7,78";"7,81";"8,11";143;3601918067
"2";"CamdenTown";"CamdenTown1";"CT101";561;"English";0;"02.05.2019 11:40";"02.05.2019 11:43";51539124;-142624;4;3;4;2;"-0,4697";"0,1768";3;4;2;1;1;4;2;4;3;2;4;1;3;4;4;3;4;4;76;24;"Female";1;0;0;0;0;0;NA;"Employed";2;1;NA;NA;2;NA;NA;NA;1;3;1;1;0;0;0;NA;1;3157;311;"11,6";214;"0,0374";"0,0374";"0,017";"0,358";"0,309";7972;7007;"7,78";"7,81";"8,11";143;3601918067
"3";"CamdenTown";"CamdenTown1";"CT101";526;"English";0;"02.05.2019 11:41";"02.05.2019 11:44";51539124;-142624;3;1;2;1;"0";"0,25";4;3;3;2;2;4;3;2;3;4;2;1;3;3;3;4;4;3;68;22;"Male";1;0;0;0;0;0;NA;"Employed";2;1;NA;NA;NA;NA;NA;NA;1;3;1;1;0;0;0;NA;0;3157;311;"11,6";214;"0,0374";"0,0374";"0,017";"0,358";"0,309";7972;7007;"7,78";"7,81";"8,11";143;3601918067
"4";"CamdenTown";"CamdenTown1";"CT102";560;"English";0;"02.05.2019 11:50";"02.05.2019 11:53";51539124;-142624;3;2;4;1;"0,1036";"-0,75";4;2;2;5;5;3;2;5;2;4;3;1;2;4;3;3;4;5;76;28;"Male";1;0;0;0;0;0;NA;"Employed";5;1;NA;NA;2;NA;NA;NA;1;1;1;1;0;0;0;NA;1;3247;344;"12,3";218;"0,0446";"0,0446";"0,0179";"0,362";"0,268";8027;7126;"8,38";"6,25";"7,82";147;4052326798
"5";"CamdenTown";"CamdenTown1";"CT103";527;"English";0;"02.05.2019 11:49";"02.05.2019 11:54";51539124;-142624;4;2;4;1;"0,25";"0,75";3;4;5;1;2;2;4;1;3;4;3;3;3;2;2;1;0;3;32;56;"Male";1;0;0;0;0;0;NA;"Employed";NA;1;NA;NA;NA;NA;NA;NA;3;1;1;1;0;0;0;NA;0;3516;247;"4,8";2;"0,0369";"0,0369";"0,00889";"0,37";"0,193";7679;6671;"4,23";"7,61";"3,99";134;2710863473
"6";"CamdenTown";"CamdenTown1";"CT104";528;"English";0;"02.05.2019 11:52";"02.05.2019 12:03";51539124;-142624;4;3;2;1;"0,0732";"0,6768";2;4;5;1;2;2;4;2;2;3;4;2;3;4;3;2;1;4;56;18;"Male";0;1;0;0;0;0;NA;"Unemployed";1;1;NA;NA;NA;NA;NA;NA;1;1;1;1;0;0;0;"There was alarm whistle passing.";0;3196;386;"12,1";237;"0,0413";"0,0413";"0,0146";"0,393";"0,21";8013;7247;"6,97";"6,32";"3,79";151;487088246
"7";"CamdenTown";"CamdenTown1";"CT105";555;"English";0;"02.05.2019 11:56";"02.05.2019 12:09";51539124;-142624;4;2;4;1;"0,3661";"-0,5303";3;1;3;5;5;3;2;2;3;2;4;3;3;1;2;2;2;1;32;27;"Female";0;1;0;0;0;0;NA;"Unemployed";5;1;NA;NA;1;NA;NA;NA;2;2;1;1;0;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"8";"CamdenTown";"CamdenTown1";"CT105";529;"English";0;"02.05.2019 11:56";"02.05.2019 12:09";51539124;-142624;4;3;4;2;"-0,0429";"0,5";4;5;4;2;2;3;4;3;4;3;3;2;3;4;4;4;2;4;72;24;"Female";0;1;0;0;0;0;NA;"Unemployed";5;2;NA;NA;NA;NA;NA;NA;1;2;1;1;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9";"CamdenTown";"CamdenTown1";"CT106";530;"English";0;"02.05.2019 12:07";"02.05.2019 12:12";51539124;-142624;4;2;2;1;"-0,2071";"0,0858";2;4;4;4;2;4;2;2;3;2;4;4;3;4;3;4;4;4;76;30;"Male";0;0;0;0;0;1;NA;"RatherNotSay";1;1;NA;NA;NA;NA;NA;NA;4;1;1;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"10";"CamdenTown";"CamdenTown1";"CT107";559;"English";0;"02.05.2019 12:20";"02.05.2019 12:25";51539124;-142624;4;3;3;2;"0,0732";"0,3661";4;4;4;3;2;4;3;1;4;4;3;4;4;3;4;2;2;3;56;64;"Male";0;0;1;0;0;0;NA;"Retired";4;1;NA;NA;1;NA;NA;NA;1;1;1;1;0;0;0;NA;1;3132;294;"11,3";205;"0,0379";"0,0379";"0,0247";"0,426";"0,293";7852;6832;"8,55";"8";"5,6";148;3295937593
"11";"CamdenTown";"CamdenTown1";"CT108";531;"English";0;"02.05.2019 12:10";"02.05.2019 12:26";51539124;-142624;3;2;2;1;"-0,1464";"0,1464";3;3;3;3;1;3;3;3;3;3;3;1;2;4;2;4;3;4;68;63;"Female";1;0;0;0;0;0;NA;"Employed";5;1;NA;NA;NA;NA;NA;NA;3;1;1;1;0;0;0;NA;0;2726;343;"14,9";225;"0,041";"0,041";"0,0157";"0,374";"0,196";797;7095;"9,19";"6,76";"8,86";148;4138124879
"12";"CamdenTown";"CamdenTown1";"CT109";557;"English";0;"02.05.2019 12:16";"02.05.2019 12:28";51539124;-142624;3;1;3;1;"-0,1161";"0,3232";4;5;3;3;2;3;4;3;2;3;4;3;4;4;4;3;2;3;64;19;"Female";0;0;0;1;0;0;NA;"Student";3;3;NA;NA;1;NA;NA;NA;4;3;1;1;0;0;0;NA;1;3153;30;"8,9";211;"0,0411";"0,0411";"0,0274";"0,407";"0,297";801;6975;"6,64";"6,99";"5,42";152;3436665007
"13";"CamdenTown";"CamdenTown1";"CT109";558;"English";0;"02.05.2019 12:16";"02.05.2019 12:28";51539124;-142624;5;3;4;2;"-0,1464";"0,3536";3;4;2;2;2;3;4;2;2;3;5;3;4;3;2;5;2;2;56;19;"Female";0;0;0;1;0;0;NA;"Student";3;4;NA;NA;1;NA;NA;NA;2;3;1;1;0;0;0;NA;1;3153;30;"8,9";211;"0,0411";"0,0411";"0,0274";"0,407";"0,297";801;6975;"6,64";"6,99";"5,42";152;3436665007
"14";"CamdenTown";"CamdenTown1";"CT109";532;"English";0;"02.05.2019 12:16";"02.05.2019 12:28";51539124;-142624;4;3;5;1;"0,1036";"1";3;5;5;1;1;2;5;1;4;5;5;3;5;5;4;5;0;4;72;19;"Female";0;0;0;1;0;0;NA;"Student";3;4;NA;NA;NA;NA;NA;NA;4;3;1;1;0;0;0;NA;0;3153;30;"8,9";211;"0,0411";"0,0411";"0,0274";"0,407";"0,297";801;6975;"6,64";"6,99";"5,42";152;3436665007
"15";"CamdenTown";"CamdenTown1";"CT110";556;"English";0;"02.05.2019 12:38";"02.05.2019 12:41";51539124;-142624;3;4;2;3;"-0,0303";"-0,0126";3;1;1;1;3;4;3;2;3;4;3;1;3;3;4;4;3;5;76;22;"Male";0;0;0;1;0;0;NA;"Student";5;1;NA;NA;2;NA;NA;NA;1;2;1;1;0;0;0;NA;1;3166;338;"17";211;"0,0387";"0,0387";"0,0174";"0,372";"0,189";8011;6884;"11,08";"7,66";"8,73";144;3882289984
"16";"CamdenTown";"CamdenTown1";"CT111";533;"English";0;"02.05.2019 12:29";"02.05.2019 12:58";51539124;-142624;4;4;3;1;"-0,4142";"-0,4571";1;4;4;4;5;5;1;5;2;3;3;1;3;4;4;4;4;5;84;59;"Female";1;0;0;0;0;0;NA;"Employed";3;1;NA;NA;NA;NA;NA;NA;1;2;1;1;0;0;0;"Alram";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"17";"CamdenTown";"CamdenTown1";"CT111";552;"English";0;"02.05.2019 12:29";"02.05.2019 12:58";51539124;-142624;4;2;3;2;"-0,6161";"-0,2374";2;5;1;4;1;3;1;4;2;3;4;1;2;4;4;4;4;4;80;67;"Male";0;0;1;0;0;0;NA;"Retired";3;1;NA;NA;2;NA;NA;NA;1;2;1;1;0;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"18";"CamdenTown";"CamdenTown1";"CT112";534;"English";0;"02.05.2019 12:29";"02.05.2019 12:55";51539124;-142624;5;4;5;1;"0,0732";"0,9268";2;5;5;1;2;2;5;1;2;5;4;4;3;5;4;5;5;5;96;20;"Female";0;0;0;1;0;0;NA;"Student";2;1;NA;NA;NA;NA;NA;NA;1;2;1;1;0;0;0;NA;0;3371;343;"16,1";207;"0,0375";"0,0375";"0,0138";"0,376";"0,272";7979;6978;"12,28";"8,54";"6,54";143;3884636554
"19";"CamdenTown";"CamdenTown1";"CT112";554;"English";0;"02.05.2019 12:29";"02.05.2019 12:55";51539124;-142624;5;4;3;1;"-0,3964";"0,5";2;5;3;2;1;3;4;3;2;4;5;3;2;2;2;3;2;3;48;20;"Female";0;0;0;1;0;0;NA;"Student";2;1;NA;NA;1;NA;NA;NA;1;2;1;1;0;0;0;NA;1;3371;343;"16,1";207;"0,0375";"0,0375";"0,0138";"0,376";"0,272";7979;6978;"12,28";"8,54";"6,54";143;3884636554
"20";"CamdenTown";"CamdenTown1";"CT113";553;"English";0;"02.05.2019 12:57";"02.05.2019 13:06";51539124;-142624;4;3;3;1;"0,3839";"0,2626";4;3;4;3;1;1;2;1;3;3;4;3;3;1;1;3;3;2;40;49;"Male";1;0;0;0;0;0;NA;"Employed";5;1;NA;NA;2;NA;NA;NA;1;2;1;1;0;0;0;NA;1;2064;305;"9,8";236;"0,039";"0,039";"0,00597";"0,375";"0,538";8172;692;"5,19";"11,08";"7,67";139;3798943366
"21";"CamdenTown";"CamdenTown1";"CT113";535;"English";0;"02.05.2019 12:57";"02.05.2019 13:06";51539124;-142624;4;1;3;2;"0,2197";"0,3232";4;2;5;4;2;4;5;2;3;3;3;1;3;5;5;5;5;5;100;49;"Female";1;0;0;0;0;0;NA;"Employed";7;1;NA;NA;NA;NA;NA;NA;1;2;1;1;0;0;0;NA;0;2064;305;"9,8";236;"0,039";"0,039";"0,00597";"0,375";"0,538";8172;692;"5,19";"11,08";"7,67";139;3798943366
"22";"CamdenTown";"CamdenTown1";"CT114";536;"English";0;"02.05.2019 13:02";"02.05.2019 13:07";51539124;-142624;4;3;3;1;"-0,1768";"0,7803";2;4;4;1;1;3;5;2;3;4;3;5;3;3;0;3;0;3;36;42;"Female";1;0;0;0;0;0;NA;"Employed";7;1;NA;NA;NA;NA;NA;NA;4;1;1;1;0;0;0;NA;0;25;252;"7,4";194;"0,036";"0,036";"0,00938";"0,393";"0,165";7741;6604;"6,05";"8,1";"6,66";136;2709043587
"23";"CamdenTown";"CamdenTown1";"CT115";537;"English";0;"02.05.2019 13:09";"02.05.2019 13:13";51539124;-142624;4;4;3;2;"-0,1036";"0,5607";3;4;5;1;3;4;5;4;3;1;2;3;4;5;4;2;4;5;80;26;"Female";1;0;0;0;0;0;NA;"Employed";5;3;NA;NA;NA;NA;NA;NA;1;2;1;1;0;0;0;"Motor pass";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"24";"CamdenTown";"CamdenTown1";"CT115";551;"English";0;"02.05.2019 13:09";"02.05.2019 13:13";51539124;-142624;4;3;4;2;"-0,3232";"0,3232";2;5;4;3;2;3;4;4;3;3;4;3;3;4;4;4;4;4;80;25;"Female";1;0;0;0;0;0;NA;"Employed";5;4;NA;NA;2;NA;NA;NA;1;2;1;1;0;0;0;"Motor passed.";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"25";"CamdenTown";"CamdenTown1";"CT116";550;"English";0;"02.05.2019 13:20";"02.05.2019 13:23";51539124;-142624;2;1;2;2;"-0,3964";"0";3;4;1;4;2;4;4;3;3;4;3;5;3;1;4;3;4;4;64;38;"Male";1;0;0;0;0;0;NA;"Employed";5;4;NA;NA;1;NA;NA;NA;1;2;1;1;0;0;0;NA;1;3371;399;"13,7";214;"0,0533";"0,0533";"0,0147";"0,361";"0,286";7883;7136;"8,55";"6,62";"7,05";14;4654889683
"26";"CamdenTown";"CamdenTown1";"CT116";538;"English";0;"02.05.2019 13:20";"02.05.2019 13:23";51539124;-142624;4;4;2;1;"-0,1464";"0,5607";2;4;3;1;2;2;5;3;3;2;3;5;2;5;3;3;1;5;68;60;"Male";1;0;0;0;0;0;NA;"Employed";5;1;NA;NA;NA;NA;NA;"Ambulances are far too loud";1;2;1;1;0;0;0;NA;0;3371;399;"13,7";214;"0,0533";"0,0533";"0,0147";"0,361";"0,286";7883;7136;"8,55";"6,62";"7,05";14;4654889683
"27";"CamdenTown";"CamdenTown1";"CT117";539;"English";0;"02.05.2019 13:09";"02.05.2019 13:24";51539124;-142624;4;4;3;2;"0";"0,5429";2;4;4;3;1;2;4;1;4;4;4;1;4;4;4;4;4;5;84;21;"Female";0;0;0;1;0;0;NA;"Student";5;2;NA;NA;NA;NA;NA;"Lively";4;2;1;1;0;0;0;NA;0;3268;322;"13,1";208;"0,0406";"0,0406";"0,0129";"0,363";"0,298";8061;6961;"8,2";"9,56";"8,66";143;365484566
"28";"CamdenTown";"CamdenTown1";"CT117";549;"English";0;"02.05.2019 13:09";"02.05.2019 13:24";51539124;-142624;3;4;5;1;"-0,4571";"0,3536";1;3;4;1;1;4;3;4;3;2;3;3;3;4;3;4;2;3;64;21;"Female";0;0;0;1;0;0;NA;"Student";5;1;NA;NA;3;NA;NA;NA;4;2;1;1;0;0;0;NA;1;3268;322;"13,1";208;"0,0406";"0,0406";"0,0129";"0,363";"0,298";8061;6961;"8,2";"9,56";"8,66";143;365484566
"29";"CamdenTown";"CamdenTown1";"CT118";548;"English";0;"02.05.2019 13:26";"02.05.2019 13:32";51539124;-142624;3;2;3;1;"0,1642";"0,1036";5;4;4;4;3;2;5;5;4;3;3;1;3;5;5;4;5;5;96;26;"Male";0;0;0;0;1;0;"Flight Attendant";"Other";5;5;NA;NA;2;NA;NA;NA;1;2;1;1;0;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"30";"CamdenTown";"CamdenTown1";"CT118";540;"English";0;"02.05.2019 13:26";"02.05.2019 13:32";51539124;-142624;3;2;4;1;"0,1036";"-0,1464";3;2;2;3;3;2;3;3;3;2;4;1;3;2;1;4;3;3;52;24;"Male";1;0;0;0;0;0;NA;"Employed";3;5;NA;NA;NA;NA;NA;NA;1;2;1;1;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"31";"CamdenTown";"CamdenTown1";"CT119";541;"English";0;"02.05.2019 13:28";"02.05.2019 13:35";51539124;-142624;5;4;3;1;"-0,5607";"0,75";1;5;4;2;1;5;5;2;1;4;4;4;3;4;4;5;4;5;88;53;"Male";1;0;0;0;0;0;NA;"Employed";6;1;NA;NA;NA;NA;NA;NA;1;1;1;1;0;0;0;NA;0;1969;268;"8,4";204;"0,0379";"0,0379";"0,00657";"0,34";"0,162";77;6763;"6,68";"7,85";"5,19";136;2986833343
"32";"CamdenTown";"CamdenTown1";"CT120";542;"English";0;"02.05.2019 13:35";"02.05.2019 13:38";51539124;-142624;5;3;5;2;"0,3964";"0,5607";4;2;5;1;3;3;5;2;4;4;4;1;4;4;2;1;3;2;48;18;"Male";0;0;0;1;0;0;NA;"Student";2;1;NA;NA;NA;NA;NA;NA;4;2;1;1;0;0;0;"Ambhlance pass";0;3375;385;"16,9";237;"0,0445";"0,0445";"0,0185";"0,427";"0,269";8043;7206;"9,61";"6,74";"6,34";148;4858158623
"33";"CamdenTown";"CamdenTown1";"CT121";547;"English";0;"02.05.2019 13:03";"02.05.2019 13:44";51539124;-142624;3;2;2;1;"-0,0732";"0,0732";3;3;3;3;2;3;3;3;3;4;4;1;2;3;3;3;3;2;56;25;"Male";1;0;0;0;0;0;NA;"Employed";5;3;NA;NA;2;NA;NA;NA;4;3;1;1;0;0;0;NA;1;3243;309;"9,3";214;"0,0434";"0,0434";"0,00733";"0,335";"0,158";7858;6921;"6,28";"7,89";"5,09";136;3578086219
"34";"CamdenTown";"CamdenTown1";"CT122";543;"English";0;"02.05.2019 13:41";"02.05.2019 13:45";51539124;-142624;5;2;2;1;"0,1464";"-0,6464";3;1;2;3;5;3;1;4;3;5;4;1;1;5;4;5;3;5;88;40;"Male";1;0;0;0;0;0;NA;"Employed";2;1;NA;NA;NA;NA;NA;NA;4;1;1;1;0;0;0;NA;0;3179;414;"21,6";213;"0,07";"0,07";"0,0212";"0,432";"0,297";8139;7153;"11,65";"8,9";"13,06";149;4820720958
"35";"CamdenTown";"CamdenTown1";"CT123";544;"English";0;"02.05.2019 13:40";"02.05.2019 13:46";51539124;-142624;4;1;4;1;"0,1339";"0,6768";4;4;4;1;1;2;4;2;4;2;3;1;2;4;3;4;2;4;68;28;"Male";1;0;0;0;0;0;NA;"Employed";5;5;NA;NA;NA;NA;NA;NA;1;1;1;1;0;0;0;NA;0;3157;34;"14,8";222;"0,0402";"0,0402";"0,0113";"0,386";"0,232";7795;7024;"9,52";"6,59";"8,41";141;4058599463
"36";"CamdenTown";"CamdenTown1";"CT124";545;"English";0;"02.05.2019 13:47";"02.05.2019 13:49";51539124;-142624;5;3;2;1;"-0,2197";"0,1768";3;4;3;2;2;3;3;4;3;5;4;2;3;4;3;3;4;4;72;19;"Female";0;0;0;1;0;0;NA;"Student";2;1;NA;NA;NA;NA;NA;NA;4;2;1;1;0;0;0;NA;0;3422;281;"7,6";21;"0,0379";"0,0379";"0,0112";"0,342";"0,256";7853;6856;"4,93";"8,73";"5,77";14;3201182235
"37";"CamdenTown";"CamdenTown1";"CT124";546;"English";0;"02.05.2019 13:48";"02.05.2019 13:51";51539124;-142624;4;3;4;2;"-0,0732";"0,1161";3;4;3;4;2;3;3;2;3;3;4;4;4;4;2;3;3;4;64;18;"Female";1;0;0;0;0;0;NA;"Employed";3;1;NA;NA;1;NA;NA;NA;1;2;1;1;0;0;0;NA;1;3422;281;"7,6";21;"0,0379";"0,0379";"0,0112";"0,342";"0,256";7853;6856;"4,93";"8,73";"5,77";14;3201182235
"38";"CamdenTown";"CamdenTown2";"CT201";570;"English";0;"06.05.2019 12:17";"06.05.2019 12:21";51539124;-142624;4;3;2;1;"-0,1036";"0,8536";2;4;4;1;1;3;5;1;2;5;3;3;5;4;3;3;4;5;76;25;"Male";0;0;0;1;0;0;NA;"Student";4;1;NA;NA;2;NA;NA;NA;1;1;1;1;0;0;0;NA;1;3375;273;"8,2";207;"0,0398";"0,0398";"0,0182";"0,39";"0,264";7716;685;"5,8";"6,47";"5,18";142;3076798059
"39";"CamdenTown";"CamdenTown2";"CT201";563;"English";0;"06.05.2019 12:17";"06.05.2019 12:21";51539124;-142624;5;3;5;1;"-0,2803";"0,3839";2;5;3;1;4;4;4;3;2;2;3;3;4;1;0;2;1;1;20;25;"Female";1;0;0;0;0;0;NA;"Employed";5;1;NA;NA;NA;NA;NA;NA;1;2;1;1;0;0;0;NA;0;3375;273;"8,2";207;"0,0398";"0,0398";"0,0182";"0,39";"0,264";7716;685;"5,8";"6,47";"5,18";142;3076798059
"40";"CamdenTown";"CamdenTown2";"CT202";564;"English";0;"06.05.2019 12:28";"06.05.2019 12:30";51539124;-142624;4;4;4;1;"-0,0126";"0,6768";3;5;4;2;1;1;5;3;2;3;4;3;3;4;4;5;3;4;80;43;"Female";1;0;0;0;0;0;NA;"Employed";2;1;NA;NA;NA;NA;NA;NA;1;2;1;1;0;0;0;NA;0;3388;437;"14,1";204;"0,0652";"0,0652";"0,0274";"0,41";"0,266";8292;7302;"9,74";"8,13";"8,82";155;4928121637
"41";"CamdenTown";"CamdenTown2";"CT202";569;"English";0;"06.05.2019 12:28";"06.05.2019 12:30";51539124;-142624;4;3;4;1;"-0,0429";"0,6464";4;5;4;2;1;3;4;2;4;4;4;2;3;5;4;4;4;4;84;49;"Female";1;0;0;0;0;0;NA;"Employed";4;1;NA;NA;2;NA;NA;NA;1;2;1;1;0;0;0;"Education: high school graduate and trade/technical/vocational training";1;3388;437;"14,1";204;"0,0652";"0,0652";"0,0274";"0,41";"0,266";8292;7302;"9,74";"8,13";"8,82";155;4928121637
"42";"CamdenTown";"CamdenTown2";"CT203";568;"English";0;"06.05.2019 00:00";"06.05.2019 00:00";51539124;-142624;4;2;4;1;"0,3107";"0,3536";4;4;5;2;3;1;4;4;4;5;3;4;3;3;3;4;3;4;68;27;"Female";1;0;0;0;0;0;NA;"Employed";7;1;NA;NA;1;NA;NA;NA;4;2;1;1;0;0;0;"Construction works nearby";1;3187;29;"8";212;"0,041";"0,041";"0,0336";"0,411";"0,219";7772;6906;"5,4";"6,94";"3,47";151;3331360318
"43";"CamdenTown";"CamdenTown2";"CT203";567;"English";0;"06.05.2019 00:00";"06.05.2019 00:00";51539124;-142624;4;5;4;3;"0,0607";"0,4571";4;5;5;2;3;2;5;5;4;4;5;5;5;5;5;5;5;5;100;19;"Male";1;0;0;1;0;0;NA;"Employed_Student";3;4;NA;NA;1;NA;NA;NA;4;2;1;1;0;0;0;"Construction work nearby";1;3187;29;"8";212;"0,041";"0,041";"0,0336";"0,411";"0,219";7772;6906;"5,4";"6,94";"3,47";151;3331360318
"44";"CamdenTown";"CamdenTown2";"CT204";565;"English";0;"06.05.2019 12:32";"06.05.2019 12:39";51539124;-142624;4;3;2;1;"-0,1768";"0,4268";2;4;4;2;2;3;4;3;3;5;3;3;3;4;2;3;2;4;60;50;"Female";1;0;0;0;0;0;NA;"Employed";2;1;NA;NA;NA;NA;NA;NA;4;2;1;1;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"45";"CamdenTown";"CamdenTown2";"CT205";566;"English";0;"06.05.2019 12:41";"06.05.2019 13:00";51539124;-142624;2;1;1;1;"-0,0303";"0,7803";2;4;4;1;2;3;5;1;4;2;3;5;5;4;3;5;1;4;68;18;"Male";0;0;0;1;0;0;NA;"Student";2;1;NA;NA;NA;NA;NA;"No";4;1;1;1;0;0;0;"A guy was on megaphone";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"46";"CamdenTown";"CamdenTown3";"CT301";585;"English";0;"20.05.2019 11:36";"20.05.2019 11:38";51539124;-142624;4;4;4;1;"-0,4268";"0,4268";2;5;5;3;2;4;5;5;3;5;5;5;4;1;1;1;1;1;20;49;"Male";1;0;0;0;0;0;NA;"Employed";7;1;NA;NA;NA;NA;NA;"Typical camden town";3;1;1;1;0;0;0;NA;0;4047;309;"14,8";208;"0,0333";"0,0333";"0,00812";"0,401";"0,13";7845;6668;"12,08";"7,49";"7,72";14;3502779057
"47";"CamdenTown";"CamdenTown3";"CT302";615;"English";0;"20.05.2019 11:40";"20.05.2019 11:51";51539124;-142624;3;1;3;1;"0";"0,0858";2;4;4;4;2;2;2;2;3;2;3;3;4;3;4;4;4;4;76;29;"Female";1;0;0;0;0;0;NA;"Employed";7;1;NA;NA;2;NA;NA;NA;4;2;1;1;0;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"48";"CamdenTown";"CamdenTown3";"CT302";586;"English";0;"20.05.2019 11:40";"20.05.2019 11:51";51539124;-142624;3;3;3;1;"-0,3536";"0,3536";1;3;4;2;1;3;4;4;2;3;4;3;3;3;2;4;1;3;52;29;"Male";1;0;0;0;0;0;NA;"Employed";2;1;NA;NA;NA;NA;NA;NA;4;2;1;1;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"49";"CamdenTown";"CamdenTown3";"CT304";624;"English";0;"20.05.2019 11:52";"20.05.2019 11:57";51539124;-142624;4;3;5;2;"-0,0607";"0,5607";1;1;4;1;1;3;5;2;2;4;4;1;3;5;5;5;5;5;100;53;"Male";0;1;0;0;0;0;NA;"Unemployed";2;1;NA;NA;2;NA;NA;NA;4;2;1;1;0;0;0;"Talking to each other, filled as a couple";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"50";"CamdenTown";"CamdenTown3";"CT305";588;"English";0;"20.05.2019 11:58";"20.05.2019 12:01";51539124;-142624;3;2;2;1;"0,1339";"0,7803";3;4;4;1;1;1;5;2;3;5;3;1;4;5;3;5;4;5;88;45;"Female";1;0;0;0;0;0;NA;"Employed";7;1;NA;NA;NA;NA;NA;NA;4;2;1;1;0;0;0;NA;0;4846;666;"31,2";283;"0,0446";"0,0446";"0,0173";"0,42";"1,23";8326;8258;"20,86";"0,24";"11,29";145;100494469
"51";"CamdenTown";"CamdenTown3";"CT305";614;"English";0;"20.05.2019 11:58";"20.05.2019 12:01";51539124;-142624;4;4;5;1;"-0,3107";"1";1;5;5;1;1;4;5;1;3;4;4;1;4;4;4;3;3;4;72;19;"Female";0;0;0;1;0;0;NA;"Student";3;1;NA;NA;2;NA;NA;"i live in a quiet town, so this feels overwhelming";4;2;1;1;0;0;0;NA;1;4846;666;"31,2";283;"0,0446";"0,0446";"0,0173";"0,42";"1,23";8326;8258;"20,86";"0,24";"11,29";145;100494469
"52";"CamdenTown";"CamdenTown3";"CT306";589;"English";0;"20.05.2019 12:09";"20.05.2019 12:13";51539124;-142624;4;2;2;1;"0,1161";"-0,1768";4;3;5;4;5;5;3;4;4;3;3;2;3;4;5;4;3;5;84;41;"Male";1;0;0;0;0;0;NA;"Employed";2;1;NA;NA;NA;NA;NA;NA;4;1;1;1;0;0;0;NA;NA;3142;272;"7,6";22;"0,0417";"0,0417";"0,017";"0,362";"0,25";7804;6841;"4,85";"7,75";"5,34";143;3203215248
