"";"LocationID";"SessionID";"GroupID";"RecordID";"Language";"Lockdown";"start_time";"end_time";"latitude";"longitude";"Traffic";"Other";"Human";"Natural";"ISOPleasant";"ISOEventful";"pleasant";"chaotic";"vibrant";"uneventful";"calm";"annoying";"eventful";"monotonous";"Overall";"Appropriate";"loud";"sss04";"sss05";"who01";"who02";"who03";"who04";"who05";"WHO_Sum";"Age";"Gender";"occ00___Employed";"occ00___Unemployed";"occ00___Retired";"occ00___Student";"occ00___Other";"occ00___RatherNotSay";"occ00_other";"Occupation";"edu00";"eth00";"eth00_other";"misc00";"misc03";"misc03_other";"misc04";"misc01";"use00";"uni00";"res00___1";"res00___2";"res00___3";"res00___4";"res00___5";"res02";"paper";"RecordingLength";"Loudness_N5(soneGF)";"N10_N90(soneGF)";"Sharpness_S(acum)";"Rough_HM_R(asper)";"Rough_HM_Avg,arith(asper)";"FS_Avg,arith(vacil)";"I_HM_Avg,arith(iu)";"Ton_HM_Avg,arith(tuHMS)";"LZeq_L(dB(SPL))";"LAeq_L(A)(dB(SPL))";"LA10_LA90(dB(SPL))";"LCeq_LAeq(dB(SPL))";"LC10_LC90(dB(SPL))";"RA_2D_cp(cPa)";"PA(Zwicker)"
"1045";"RussellSq";"RussellSq2";"RS207";1086;"English";0;"24.06.2019 12:08";"24.06.2019 12:18";515216158;-1257445;3;2;2;5;"0,6339";"0,2197";5;4;4;2;4;1;2;1;4;4;3;4;4;1;1;1;1;5;36;22;"Male";0;0;0;1;0;0;NA;"Student";6;1;NA;NA;1;NA;3;"The artificial sounds (traffic, sirens, etc) weave in and out (and occasionally overwhelm) the natural backdrop. The sounds of nature are predominant with occasional intrusion. The chaos of nature is perfect and not monotonous or uneventful.";1;3;1;1;0;0;0;"University: Royal Holloway, University of London";1;3495;178;"2,7";255;"0,0275";"0,0275";"0,0117";"0,316";"0,0728";7415;6052;"2,61";"10,96";"3,05";126;2294735989
"1046";"RussellSq";"RussellSq2";"RS207";1085;"English";0;"24.06.2019 12:08";"24.06.2019 12:18";515216158;-1257445;2;1;3;5;"1";"0,3107";5;1;5;1;5;1;4;1;5;5;3;4;5;5;5;5;5;5;100;50;"Male";0;0;0;1;0;0;NA;"Student";7;3;NA;NA;1;NA;3;"It's great - water/ birds/ industry";1;3;1;1;0;0;0;NA;1;3495;178;"2,7";255;"0,0275";"0,0275";"0,0117";"0,316";"0,0728";7415;6052;"2,61";"10,96";"3,05";126;2294735989
"1047";"RussellSq";"RussellSq2";"RS207";1084;"English";0;"24.06.2019 12:08";"24.06.2019 12:18";515216158;-1257445;2;2;2;2;"0,6768";"-0,2803";4;1;3;3;4;1;1;1;3;5;3;3;3;2;1;0;0;5;32;47;"Male";0;0;0;1;1;0;"Teach yoga/writer/studying a masters";"Other";2;1;NA;NA;1;NA;3;NA;1;3;1;1;0;0;0;"Name of the university: RHUL";1;3495;178;"2,7";255;"0,0275";"0,0275";"0,0117";"0,316";"0,0728";7415;6052;"2,61";"10,96";"3,05";126;2294735989
"1048";"RussellSq";"RussellSq2";"RS208";1062;"English";0;"24.06.2019 12:05";"24.06.2019 12:15";515216158;-1257445;3;3;2;1;"0,5";"-0,3536";5;2;3;5;5;3;3;2;4;3;2;2;3;4;5;3;1;3;64;42;"Male";0;0;0;0;1;0;"Self employed";"Other";3;1;NA;NA;1;NA;3;NA;1;3;1;1;1;0;0;NA;0;3149;255;"4,6";267;"0,0313";"0,0313";"0,0209";"0,335";"0,187";7477;6628;"3,76";"7,04";"4,04";138;3460146628
"1049";"RussellSq";"RussellSq2";"RS209";1043;"English";0;"24.06.2019 12:12";"24.06.2019 12:22";515216158;-1257445;2;1;3;5;"0,6768";"0,2803";5;2;4;2;4;2;4;1;5;5;3;1;3;3;3;3;2;3;56;NA;"Male";1;0;0;0;0;0;NA;"Employed";5;2;NA;NA;3;"From North London";3;NA;1;1;1;1;0;0;0;NA;1;3564;265;"2,8";324;"0,0284";"0,0284";"0,00759";"0,318";"0,0563";742;6839;"1,53";"3,99";"2,41";126;4192495266
"1050";"RussellSq";"RussellSq2";"RS210";1044;"English";0;"24.06.2019 12:18";"24.06.2019 12:28";515216158;-1257445;3;1;4;2;"0,3536";"0,5429";4;4;5;3;2;2;4;1;4;3;3;3;3;2;1;3;0;3;36;40;"Female";1;0;0;1;0;0;NA;"Employed_Student";7;1;NA;NA;1;NA;3;NA;1;3;1;1;1;0;0;NA;0;3365;285;"8,8";239;"0,0318";"0,0318";"0,0374";"0,417";"0,622";7803;7089;"8,69";"3,61";"5,68";151;3575088063
"1051";"RussellSq";"RussellSq2";"RS210";1069;"English";0;"24.06.2019 11:57";"24.06.2019 12:07";515216158;-1257445;3;2;4;2;"0,25";"0,3536";3;2;4;2;2;2;4;2;3;3;2;3;3;4;4;4;3;3;72;56;"Female";0;0;0;0;1;0;NA;"Other";7;1;NA;NA;1;NA;3;NA;1;3;1;1;0;0;0;NA;0;3365;285;"8,8";239;"0,0318";"0,0318";"0,0374";"0,417";"0,622";7803;7089;"8,69";"3,61";"5,68";151;3575088063
"1052";"RussellSq";"RussellSq2";"RS210";1063;"English";0;"24.06.2019 12:17";"24.06.2019 12:27";515216158;-1257445;3;1;5;4;"0,2803";"0,5732";4;4;4;2;2;2;4;1;4;3;3;3;3;2;2;2;2;2;40;30;"Female";1;0;0;0;0;0;NA;"Employed";7;1;NA;NA;1;NA;3;NA;1;3;1;1;0;0;0;NA;0;3365;285;"8,8";239;"0,0318";"0,0318";"0,0374";"0,417";"0,622";7803;7089;"8,69";"3,61";"5,68";151;3575088063
"1053";"RussellSq";"RussellSq2";"RS210";1054;"English";0;"24.06.2019 12:17";"24.06.2019 12:27";515216158;-1257445;3;1;4;2;"0,75";"0,4571";5;2;5;1;4;2;4;1;5;3;4;3;3;4;4;4;2;4;72;60;"Male";1;0;0;0;0;0;NA;"Employed";7;2;NA;NA;1;NA;3;NA;1;3;1;1;1;0;0;NA;0;3365;285;"8,8";239;"0,0318";"0,0318";"0,0374";"0,417";"0,622";7803;7089;"8,69";"3,61";"5,68";151;3575088063
"1054";"RussellSq";"RussellSq2";"RS210";1080;"English";0;"24.06.2019 12:21";"24.06.2019 12:31";515216158;-1257445;2;2;3;3;"0,4268";"0,1768";4;3;4;2;4;2;3;2;3;3;3;2;2;5;5;5;5;5;100;28;"Female";1;0;0;0;0;0;NA;"Employed";7;1;NA;NA;1;NA;2;NA;1;3;1;1;0;0;0;NA;1;3365;285;"8,8";239;"0,0318";"0,0318";"0,0374";"0,417";"0,622";7803;7089;"8,69";"3,61";"5,68";151;3575088063
"1055";"RussellSq";"RussellSq2";"RS210";1078;"English";0;"24.06.2019 12:11";"24.06.2019 12:31";515216158;-1257445;2;3;3;3;"0,4571";"0,25";4;3;4;2;3;1;3;2;4;4;3;3;4;4;4;4;4;4;80;35;"Male";1;0;0;0;0;0;NA;"Employed";7;1;NA;NA;1;NA;3;NA;1;3;1;1;1;0;0;NA;1;3365;285;"8,8";239;"0,0318";"0,0318";"0,0374";"0,417";"0,622";7803;7089;"8,69";"3,61";"5,68";151;3575088063
"1056";"RussellSq";"RussellSq2";"RS211";1070;"English";0;"24.06.2019 12:22";"24.06.2019 12:32";515216158;-1257445;3;2;3;4;"0,9268";"-0,3839";5;1;4;4;5;1;1;1;4;4;3;2;2;4;4;4;3;4;76;23;"Male";1;0;0;0;0;0;NA;"Employed";5;1;NA;NA;1;NA;2;NA;1;3;1;1;0;0;0;NA;0;3495;225;"1,9";307;"0,0276";"0,0276";"0,00525";"0,345";"0,0483";7562;6627;"1,15";"5";"3,12";127;3372882461
"1057";"RussellSq";"RussellSq2";"RS211";1064;"English";0;"24.06.2019 12:21";"24.06.2019 12:31";515216158;-1257445;3;3;4;5;"-0,1464";"0,2071";4;4;3;2;3;4;4;4;4;4;4;1;3;4;3;2;2;5;64;33;"Male";1;0;0;0;0;0;NA;"Employed";5;1;NA;NA;3;"Student";3;NA;1;3;1;1;0;0;0;NA;0;3495;225;"1,9";307;"0,0276";"0,0276";"0,00525";"0,345";"0,0483";7562;6627;"1,15";"5";"3,12";127;3372882461
"1058";"RussellSq";"RussellSq2";"RS211";1083;"English";0;"24.06.2019 12:21";"24.06.2019 12:31";515216158;-1257445;4;1;3;4;"0,7803";"0,0732";5;2;4;3;4;1;3;1;4;4;3;2;4;4;4;4;4;4;80;25;"Male";1;0;0;0;0;0;NA;"Employed";5;1;NA;NA;1;NA;3;NA;1;3;1;1;0;0;0;NA;1;3495;225;"1,9";307;"0,0276";"0,0276";"0,00525";"0,345";"0,0483";7562;6627;"1,15";"5";"3,12";127;3372882461
"1059";"RussellSq";"RussellSq2";"RS212";1045;"English";0;"24.06.2019 12:38";"24.06.2019 12:38";515216158;-1257445;2;1;3;4;"0,4268";"0,2197";4;2;4;3;2;2;3;1;4;4;3;4;4;4;4;4;4;4;80;28;"Male";0;1;0;0;0;0;NA;"Unemployed";7;1;NA;NA;1;NA;3;NA;1;1;1;1;0;0;0;NA;1;3204;187;"3";227;"0,0291";"0,0291";"0,00426";"0,291";"0,0724";7337;6243;"3,04";"9,18";"3,51";122;2225237226
"1060";"RussellSq";"RussellSq2";"RS213";1055;"English";0;"24.06.2019 12:31";"24.06.2019 12:41";515216158;-1257445;3;4;4;3;"0,5303";"0,3232";4;4;4;2;4;1;3;1;4;5;3;3;3;2;3;2;2;3;48;21;"Female";0;0;0;1;0;0;NA;"Student";5;1;NA;NA;1;NA;3;NA;1;1;1;1;1;0;0;NA;0;3081;168;"1,7";241;"0,0274";"0,0274";"0,00586";"0,308";"0,103";7437;6105;"1,64";"8,4";"2,75";12;207650403
"1061";"RussellSq";"RussellSq2";"RS214";1046;"English";0;"24.06.2019 12:33";"24.06.2019 12:43";515216158;-1257445;2;3;3;3;"0,3536";"-0,1464";4;2;3;3;4;2;3;3;4;4;3;5;5;3;3;3;2;3;56;NA;"Male";1;0;0;0;0;0;NA;"Employed";5;1;NA;NA;1;NA;3;NA;1;1;1;1;0;0;0;NA;1;326;251;"2,6";289;"0,0309";"0,0309";"0,0157";"0,348";"0,134";7585;6765;"1,94";"5,19";"2,11";138;3616068495
"1062";"RussellSq";"RussellSq2";"RS215";1071;"English";0;"24.06.2019 12:30";"24.06.2019 12:40";515216158;-1257445;3;3;4;3;"0,7803";"-0,0732";5;1;3;3;4;1;3;1;5;4;3;1;4;3;1;2;2;1;36;52;"Male";1;0;0;0;0;0;NA;"Employed";5;1;NA;NA;2;NA;3;"No";1;1;1;1;0;0;0;NA;0;317;229;"2,7";28;"0,0287";"0,0287";"0,00661";"0,325";"0,0996";75;6625;"2,39";"6,08";"2,52";127;3202464643
"1063";"RussellSq";"RussellSq2";"RS216";1047;"English";0;"24.06.2019 12:43";"24.06.2019 12:53";515216158;-1257445;2;1;4;3;"0,8536";"0,5607";5;2;5;1;4;1;5;1;5;4;3;3;4;5;4;4;5;5;92;40;"Female";1;0;0;0;0;0;NA;"Employed";7;3;NA;NA;3;NA;3;NA;1;1;1;1;0;0;0;NA;1;332;172;"2,2";209;"0,0286";"0,0286";"0,00588";"0,292";"0,112";7264;6165;"3,02";"9,03";"2,39";12;193104045
"1064";"RussellSq";"RussellSq2";"RS217";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3181;224;"3,5";263;"0,0289";"0,0289";"0,0065";"0,326";"0,215";7604;6401;"4,05";"8,08";"2,73";127;2984925845
"1065";"RussellSq";"RussellSq2";"RS218";1072;"English";0;"24.06.2019 12:40";"24.06.2019 12:50";515216158;-1257445;1;1;4;3;"0,5303";"0,1768";4;3;4;2;4;1;3;2;4;4;3;3;4;4;4;4;4;4;80;28;"Male";1;0;0;0;0;0;NA;"Employed";7;3;NA;NA;3;"Visit London often";3;"Calming";1;1;1;1;0;0;0;NA;0;3383;241;"4,6";284;"0,0272";"0,0272";"0,0212";"0,363";"0,182";7539;6663;"5,79";"5,44";"4,34";138;341725913
"1066";"RussellSq";"RussellSq2";"RS219";1048;"English";0;"24.06.2019 12:52";"24.06.2019 13:02";515216158;-1257445;3;1;4;4;"-0,3232";"0,1768";3;4;3;3;2;4;4;4;3;2;4;1;1;4;4;4;3;4;76;24;"Male";1;0;0;0;0;0;NA;"Employed";3;1;NA;NA;3;"Here for work";3;"When thinking about it, the water feature is actually really loud and borderline overpowering.. Especially having came to the park for hope of low levels of sound to relax";1;1;1;1;0;0;0;NA;1;4094;291;"5,9";299;"0,0279";"0,0279";"0,0146";"0,303";"0,442";7352;7027;"6,37";"2,01";"4,44";126;434678425
"1067";"RussellSq";"RussellSq2";"RS220";1057;"English";0;"24.06.2019 12:54";"24.06.2019 13:04";515216158;-1257445;4;2;2;3;"0,4874";"-0,2197";5;2;3;2;4;1;2;4;3;3;3;3;3;3;1;4;2;4;56;29;"Female";1;0;0;0;0;0;NA;"Employed";5;1;NA;NA;3;"Guide";1;NA;1;1;1;1;1;0;0;NA;0;3383;197;"3,4";226;"0,029";"0,029";"0,00675";"0,304";"0,111";7528;6351;"3,52";"8,81";"4,29";131;2340846396
"1068";"RussellSq";"RussellSq2";"RS221";1049;"English";0;"24.06.2019 13:01";"24.06.2019 13:11";515216158;-1257445;1;1;3;3;"0,1768";"-0,0732";3;2;2;2;3;2;2;2;4;2;2;4;4;4;4;3;4;3;72;22;"Female";0;0;0;1;0;0;NA;"Student";7;3;NA;NA;3;"Student";3;NA;1;2;1;1;0;0;0;NA;1;3276;266;"3,1";332;"0,028";"0,028";"0,0132";"0,299";"0,133";749;6818;"2,35";"5,25";"3,2";125;4292716239
"1069";"RussellSq";"RussellSq2";"RS222";1058;"English";0;"24.06.2019 13:04";"24.06.2019 13:14";515216158;-1257445;3;1;4;4;"0,6036";"-0,1464";4;1;3;3;4;1;3;2;4;4;3;2;3;4;2;3;0;3;48;38;"Female";0;1;0;0;0;0;NA;"Unemployed";6;1;NA;NA;1;NA;3;NA;1;3;1;1;1;0;0;NA;0;3221;544;"15";424;"0,0312";"0,0312";"0,0556";"0,369";"0,785";8131;8125;"10,43";"-0,29";"9,44";15;1156639841
"1070";"RussellSq";"RussellSq2";"RS223";1065;"English";0;"24.06.2019 12:32";"24.06.2019 12:42";515216158;-1257445;2;1;2;2;"0,7071";"-0,0429";5;2;5;2;5;1;3;4;5;4;3;4;4;4;4;2;1;2;52;NA;"Male";0;0;0;1;0;0;NA;"Student";2;3;NA;NA;1;NA;2;NA;1;2;1;1;0;0;0;NA;0;3307;329;"8,5";303;"0,0309";"0,0309";"0,00593";"0,324";"0,262";7964;695;"3,07";"8,72";"9,69";14;5009051047
"1071";"RussellSq";"RussellSq2";"RS223";1073;"English";0;"24.06.2019 12:58";"24.06.2019 13:08";515216158;-1257445;2;2;4;4;"0,3839";"0,1768";5;3;3;2;3;2;3;2;4;4;3;3;3;4;4;2;4;4;72;18;"Female";0;0;0;1;0;0;NA;"Student";3;3;NA;NA;1;NA;3;NA;1;2;1;1;0;0;0;NA;0;3307;329;"8,5";303;"0,0309";"0,0309";"0,00593";"0,324";"0,262";7964;695;"3,07";"8,72";"9,69";14;5009051047
"1072";"RussellSq";"RussellSq2";"RS224";1059;"English";0;"24.06.2019 13:09";"24.06.2019 13:19";515216158;-1257445;1;1;3;4;"1";"0";5;1;5;3;5;1;3;1;5;5;3;5;5;4;3;4;1;5;68;35;"Female";1;0;0;1;0;0;NA;"Employed_Student";5;5;NA;NA;1;NA;3;NA;1;1;1;1;1;0;0;NA;0;323;215;"2,9";264;"0,0282";"0,0282";"0,0104";"0,31";"0,0947";7351;6497;"2,23";"6,37";"3,67";126;2867339105
"1073";"RussellSq";"RussellSq2";"RS225";1081;"English";0;"24.06.2019 13:20";"24.06.2019 13:26";515216158;-1257445;3;2;4;3;"0,5303";"-0,2803";4;2;2;4;4;1;2;1;4;4;3;3;3;2;2;3;2;4;52;67;"Male";0;0;1;0;0;0;NA;"Retired";7;1;NA;NA;2;NA;1;NA;1;2;1;1;0;0;0;NA;1;3355;188;"2,3";253;"0,0255";"0,0255";"0,00374";"0,297";"0,0774";726;6168;"2,02";"8,84";"2,83";117;2415436683
"1074";"RussellSq";"RussellSq2";"RS225";1038;"English";0;"24.06.2019 13:12";"24.06.2019 13:22";515216158;-1257445;3;5;3;3;"0,8536";"0";5;1;4;3;4;1;3;1;4;5;3;3;4;1;1;1;1;3;28;64;"Female";0;0;1;0;0;0;NA;"Retired";7;1;NA;NA;2;NA;2;NA;1;2;1;1;0;0;0;NA;1;3355;188;"2,3";253;"0,0255";"0,0255";"0,00374";"0,297";"0,0774";726;6168;"2,02";"8,84";"2,83";117;2415436683
"1075";"RussellSq";"RussellSq2";"RS226";1082;"English";0;"24.06.2019 13:24";"24.06.2019 13:34";515216158;-1257445;2;2;3;3;"0,6768";"0,0732";4;2;4;3;4;1;3;1;4;5;3;1;2;4;3;3;2;5;68;29;"Female";1;0;0;0;0;0;NA;"Employed";7;1;NA;NA;2;NA;1;NA;1;3;1;1;0;0;0;NA;1;3474;177;"2,5";2;"0,0281";"0,0281";"0,00691";"0,298";"0,124";7462;6089;"2,67";"11,58";"3,31";129;1931367528
"1076";"RussellSq";"RussellSq2";"RS226";1039;"English";0;"24.06.2019 13:20";"24.06.2019 13:30";515216158;-1257445;2;2;2;2;"0,4268";"0,0303";4;2;4;3;4;2;4;3;4;4;3;1;3;4;4;4;3;4;76;27;"Male";1;0;0;0;0;0;NA;"Employed";7;1;NA;NA;3;"From Ireland";1;NA;1;3;1;1;0;0;0;NA;1;3474;177;"2,5";2;"0,0281";"0,0281";"0,00691";"0,298";"0,124";7462;6089;"2,67";"11,58";"3,31";129;1931367528
"1077";"RussellSq";"RussellSq2";"RS227";1074;"English";0;"24.06.2019 13:08";"24.06.2019 13:18";515216158;-1257445;4;3;5;4;"0,4697";"0,2197";4;3;5;3;4;3;3;1;4;4;3;4;5;4;4;2;3;4;68;26;"Female";0;0;0;1;0;0;NA;"Student";7;1;NA;NA;1;NA;2;NA;1;2;1;1;0;0;0;NA;0;356;271;"7,7";234;"0,0316";"0,0316";"0,0351";"0,355";"0,531";7651;6927;"9,78";"4,43";"5,18";145;3339476921
"1078";"RussellSq";"RussellSq2";"RS227";1066;"English";0;"24.06.2019 13:09";"24.06.2019 13:19";515216158;-1257445;4;2;4;2;"-0,0732";"-0,1768";4;3;4;4;3;4;3;5;4;2;3;5;5;4;3;4;4;4;76;25;"Female";0;0;0;1;0;0;NA;"Student";7;1;NA;NA;1;NA;3;NA;1;2;1;1;0;0;0;NA;0;356;271;"7,7";234;"0,0316";"0,0316";"0,0351";"0,355";"0,531";7651;6927;"9,78";"4,43";"5,18";145;3339476921
"1079";"RussellSq";"RussellSq2";"RS228";1051;"English";0;"24.06.2019 13:29";"24.06.2019 13:39";515216158;-1257445;3;2;3;3;"0,4268";"-0,0732";4;2;3;2;4;2;2;2;3;3;3;1;3;4;3;3;3;4;68;33;"Male";0;0;0;0;1;0;"Freelance worker";"Other";5;1;NA;NA;2;NA;1;NA;1;2;1;1;0;0;0;NA;1;3358;188;"3,7";219;"0,0273";"0,0273";"0,00941";"0,302";"0,139";7361;6147;"3,94";"9,93";"3,4";126;2182880484
"1080";"RussellSq";"RussellSq2";"RS228";1040;"English";0;"24.06.2019 13:29";"24.06.2019 13:39";515216158;-1257445;3;2;3;2;"0,4268";"-0,0126";5;1;3;2;4;3;4;3;4;3;3;1;4;4;3;3;3;3;64;31;"Female";1;0;0;0;0;0;NA;"Employed";4;1;NA;NA;2;NA;1;NA;1;2;1;1;0;0;0;NA;1;3358;188;"3,7";219;"0,0273";"0,0273";"0,00941";"0,302";"0,139";7361;6147;"3,94";"9,93";"3,4";126;2182880484
"1081";"RussellSq";"RussellSq2";"RS229";1077;"English";0;"24.06.2019 13:36";"24.06.2019 13:46";515216158;-1257445;4;2;3;4;"0,5";"0,3536";4;3;4;2;4;2;4;1;4;3;3;3;4;3;3;4;3;4;68;24;"Male";1;0;0;0;0;0;NA;"Employed";5;1;NA;NA;3;"Commuter";3;NA;1;1;1;1;0;0;0;NA;1;3283;185;"3,6";21;"0,029";"0,029";"0,00431";"0,291";"0,114";7342;6101;"3,46";"10,37";"3,65";119;2086723479
"1082";"RussellSq";"RussellSq2";"RS230";1075;"English";0;"24.06.2019 13:32";"24.06.2019 13:42";515216158;-1257445;3;1;3;2;"0,6036";"-0,2071";4;2;3;4;4;1;2;1;4;4;3;2;3;4;4;3;3;4;72;57;"Female";1;0;0;0;0;0;NA;"Employed";2;1;NA;NA;3;"Local to London";3;NA;1;1;1;1;0;0;0;NA;0;3274;174;"2";205;"0,0286";"0,0286";"0,00655";"0,313";"0,139";7531;6224;"1,96";"10,22";"3,61";128;1929146802
"1083";"RussellSq";"RussellSq2";"RS231";1041;"English";0;"24.06.2019 13:39";"24.06.2019 13:49";515216158;-1257445;2;2;2;2;"0,2803";"0,0303";4;3;3;2;4;2;3;3;4;3;3;3;3;4;4;4;4;4;80;26;"Male";0;0;0;1;0;0;NA;"Student";7;3;NA;NA;2;NA;1;NA;4;3;1;1;0;0;0;NA;1;3286;179;"3";208;"0,0305";"0,0305";"0,0113";"0,343";"0,128";7406;6163;"3,69";"9,04";"2,94";133;2005319163
"1084";"RussellSq";"RussellSq2";"RS231";1079;"English";0;"24.06.2019 13:50";"24.06.2019 13:55";515216158;-1257445;3;2;2;2;"0,3536";"0";4;3;4;3;4;2;3;3;4;3;3;2;3;4;4;3;4;3;72;28;"Male";0;0;0;1;0;0;NA;"Student";5;3;NA;NA;2;NA;1;NA;4;3;1;1;1;0;0;NA;1;3286;179;"3";208;"0,0305";"0,0305";"0,0113";"0,343";"0,128";7406;6163;"3,69";"9,04";"2,94";133;2005319163
"1085";"RussellSq";"RussellSq2";"RS231";1052;"English";0;"24.06.2019 13:39";"24.06.2019 13:49";515216158;-1257445;3;3;2;1;"0,2803";"-0,1768";4;3;3;3;4;2;2;3;3;3;2;2;3;2;3;1;3;2;44;28;"Male";0;0;0;1;0;0;NA;"Student";7;3;NA;NA;2;NA;1;NA;4;3;1;1;0;0;0;NA;0;3286;179;"3";208;"0,0305";"0,0305";"0,0113";"0,343";"0,128";7406;6163;"3,69";"9,04";"2,94";133;2005319163
"1086";"RussellSq";"RussellSq2";"RS232";1076;"English";0;"24.06.2019 13:44";"24.06.2019 13:54";515216158;-1257445;3;1;3;2;"0,6036";"-0,3536";4;1;2;4;4;1;2;1;4;4;2;3;3;5;2;4;3;5;76;34;"Female";1;0;0;0;0;0;NA;"Employed";5;7;"Chinese New Zealander";NA;1;NA;3;NA;1;2;1;1;0;0;0;NA;0;3123;187;"4,8";194;"0,0289";"0,0289";"0,0373";"0,33";"0,264";7358;6211;"7,73";"8,5";"4,72";132;2005759422
"1087";"RussellSq";"RussellSq2";"RS232";1067;"English";0;"24.06.2019 13:44";"24.06.2019 13:54";515216158;-1257445;4;3;3;3;"0,7803";"-0,3839";5;2;4;4;5;1;1;2;4;2;2;4;4;3;2;4;4;4;68;36;"Female";1;0;0;0;0;0;NA;"Employed";5;1;NA;NA;1;NA;3;NA;1;2;1;1;0;0;0;NA;0;3123;187;"4,8";194;"0,0289";"0,0289";"0,0373";"0,33";"0,264";7358;6211;"7,73";"8,5";"4,72";132;2005759422
"1088";"RussellSq";"RussellSq3";"RS303";1154;"English";0;"27.06.2019 11:36";"27.06.2019 11:37";51521695;-126202;2;1;3;4;"0,5607";"0,3536";5;2;4;2;2;1;4;2;4;4;3;1;4;4;4;4;2;4;72;27;"Female";1;0;0;0;0;0;NA;"Employed";7;1;NA;NA;2;NA;1;NA;1;2;1;1;0;0;0;NA;0;3618;223;"3,1";284;"0,0269";"0,0269";"0,0115";"0,326";"0,098";7493;6571;"2,76";"5,94";"2,47";131;3147566958
"1089";"RussellSq";"RussellSq3";"RS304";1215;"English";0;"27.06.2019 11:40";"27.06.2019 11:47";51521695;-126202;2;5;3;4;"0,1036";"-0,3536";5;3;2;4;4;4;2;3;5;4;2;2;5;5;4;4;5;5;92;22;"Female";0;0;0;1;0;0;NA;"Student";2;3;NA;NA;2;NA;1;NA;1;2;1;1;0;0;0;NA;1;3416;201;"5";209;"0,0305";"0,0305";"0,00533";"0,297";"0,0732";767;6332;"4,81";"11,07";"5,23";131;2264047429
"1090";"RussellSq";"RussellSq3";"RS304";1188;"English";0;"27.06.2019 11:28";"27.06.2019 11:38";51521695;-126202;3;4;2;2;"-0,0732";"-0,1768";4;3;2;4;3;4;3;3;3;4;2;1;5;3;4;4;4;5;80;21;"Female";0;0;0;1;0;0;NA;"Student";2;3;NA;NA;2;NA;1;NA;1;2;1;1;0;0;0;NA;0;3416;201;"5";209;"0,0305";"0,0305";"0,00533";"0,297";"0,0732";767;6332;"4,81";"11,07";"5,23";131;2264047429
"1091";"RussellSq";"RussellSq3";"RS305";1208;"English";0;"27.06.2019 11:38";"27.06.2019 11:43";51521695;-126202;3;3;4;3;"0,2803";"-0,2197";4;2;3;3;4;2;3;4;3;4;3;3;4;4;3;3;2;4;64;20;"Female";0;0;0;1;0;0;NA;"Student";3;6;NA;NA;2;NA;1;NA;1;2;1;1;1;0;0;NA;1;3411;179;"1,8";214;"0,0283";"0,0283";"0,00643";"0,3";"0,11";7481;6159;"1,96";"10,61";"2,83";129;2043439053
"1092";"RussellSq";"RussellSq3";"RS305";1207;"English";0;"27.06.2019 11:38";"27.06.2019 11:43";51521695;-126202;4;4;3;2;"-0,1768";"0,3232";2;4;4;3;2;3;4;3;3;4;3;2;4;4;4;4;1;4;68;20;"Female";0;0;0;1;0;0;NA;"Student";3;1;NA;NA;2;NA;1;NA;1;2;1;1;1;0;0;NA;1;3411;179;"1,8";214;"0,0283";"0,0283";"0,00643";"0,3";"0,11";7481;6159;"1,96";"10,61";"2,83";129;2043439053
"1093";"RussellSq";"RussellSq3";"RS306";1198;"English";0;"27.06.2019 11:40";"27.06.2019 11:50";515220885;-12607;2;1;3;4;"1";"0,1036";5;1;5;2;5;1;3;1;5;5;3;2;4;5;4;5;4;5;92;28;"Male";1;0;0;0;0;0;NA;"Employed";7;1;NA;NA;1;NA;2;NA;1;1;1;1;0;0;0;NA;0;21;246;"2,4";306;"0,0285";"0,0285";"0,00655";"0,324";"0,0928";7448;676;"1,43";"4,14";"2,54";127;3700304477
"1094";"RussellSq";"RussellSq3";"RS307";1156;"English";0;"27.06.2019 11:50";"27.06.2019 11:54";51521695;-126202;2;1;2;2;"0,7071";"0,5607";5;1;4;1;2;1;5;1;5;4;3;2;4;5;4;5;5;5;96;60;"Female";0;0;0;0;1;0;"Between everything";"Other";7;1;NA;NA;3;"Scholarly reasons";1;NA;3;1;1;1;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1095";"RussellSq";"RussellSq3";"RS308";10017;"Spanish";0;"27.06.2019 11:52";"27.06.2019 11:55";5152156185;-12588288;2;1;3;5;"0,9268";"0,341";5;1;4;1;5;1;5;1;5;5;3;1;5;5;4;4;1;5;76;63;"Female";0;0;1;0;0;0;NA;"Retired";6;2;NA;NA;NA;NA;NA;NA;1;2;1;1;0;0;0;NA;0;349;232;"2,5";287;"0,0299";"0,0299";"0,00519";"0,321";"0,0488";7281;6663;"1,38";"4,52";"3";123;3308550398
